Fold,Train Acc,Validation Acc,Test Acc,N Epochs,Runtime
1.0,0.924382209777832,0.9214910864830017,0.8379071950912476,4.0,269.08524990081787
2.0,0.9245940446853638,0.9180080890655518,0.8659427165985107,4.0,261.0893225669861
3.0,0.9000470638275146,0.8988044857978821,0.8341559767723083,4.0,261.47393918037415
4.0,0.943423330783844,0.9392769932746887,0.8777887225151062,4.0,265.00050950050354
5.0,0.9203360676765442,0.9179062247276306,0.8440276384353638,4.0,260.9630763530731
3.0,0.9225565433502197,0.9190973758697509,0.8519644498825073,4.0,263.52241950035096
